"ID","Nom_complet","year","Date_t1","Date_t","delta_time","death_year","delta_DBH","delta_H","Placette","TWI_mean","delta_Lum","dST_juv","dST_adult","dST_juv_mean","dST_adult_mean","Placette_C.L.","Indice_palmier_superposition_m2","Palm_coverage","DBHt1","DBHt","Statut_growth","Treatment"
"12.8.5.15","Jacaranda copaia",1995,1995,2002,7,2013,0.471428571428572,0.258105691056911,"12.8.5",5.69161555767059,0,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,5,8.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.15","Jacaranda copaia",1995,1995,2002,7,2013,0.471428571428572,0.258105691056911,"12.8.5",5.69161555767059,0,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,5,8.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.15","Jacaranda copaia",1995,1995,2002,7,2013,0.471428571428572,0.258105691056911,"12.8.5",5.69161555767059,0,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,5,8.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.19","Bocoa prouacensis",1995,1995,2002,7,NA,0.6,0.1,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,5,9.2,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.2","Jacaranda copaia",1995,1995,2002,7,NA,5.14285714285714,0.133333333333333,"12.8.5",5.69161555767059,-0.0186643583824628,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,15,51,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.127207986996286,-1.35423462518049,0.449133853449591,31.1884390917129,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.00292942422194195,0.413607297595172,0.0141588837393861,37.3758858214277,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,0.0870330262382253,0.436503731747014,0.589746216102805,24.9208548424667,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",125.90039882905,125.90039882905,5,5.3,1,"Intensive_Logging_and_Devitalization"
"12.8.5.22","Pradosia cochlearia",1995,1995,2002,7,2013,0.0428571428571428,0.137967794759825,"12.8.5",5.69161555767059,-0.00870315144233875,-0.037245536536119,2.20434565452267,0.154771246392599,31.1083015721815,"12.8.5",77.1853024162774,77.1853024162774,5,5.3,1,"Intensive_Logging_and_Devitalization"
